transaction_id,week,store_id,customer_id,channel,treatment_group,segment,net_sales,gross_margin,converted
T02S07042,2,S07,C0060,store,treatment,Value,99.73,41.89,1
T02S07043,2,S07,C0067,store,treatment,Core,77.89,32.72,1
T02S07044,2,S07,C0074,store,treatment,Premium,90.1,31.53,1
T02S07045,2,S07,C0081,ecommerce,treatment,Value,98.59,41.41,1
T02S07046,2,S07,C0088,store,treatment,Core,68.32,28.69,0
T02S07047,2,S07,C0095,store,treatment,Premium,101.65,42.69,1
T02S07048,2,S07,C0102,store,treatment,Value,60.57,21.2,0
T02S07049,2,S07,C0109,store,treatment,Core,80.89,33.97,1
T02S07050,2,S07,C0116,ecommerce,treatment,Premium,112.95,47.44,1
T02S07051,2,S07,C0123,store,treatment,Value,83.11,34.91,1
T02S07052,2,S07,C0130,store,treatment,Core,109.5,38.32,1
T02S07053,2,S07,C0137,store,treatment,Premium,104.74,43.99,1
T02S07054,2,S07,C0144,store,treatment,Value,108.76,45.68,1
T02S07055,2,S07,C0151,ecommerce,treatment,Core,70.04,29.42,0
T02S07056,2,S07,C0158,store,treatment,Premium,131.06,45.87,1
T02S07057,2,S07,C0165,store,treatment,Value,103.91,43.64,1
T02S07058,2,S07,C0172,store,treatment,Core,91.52,38.44,1
T02S07059,2,S07,C0179,store,treatment,Premium,129.25,54.28,1
T02S07060,2,S07,C0186,ecommerce,treatment,Value,86.54,30.29,1
T02S07061,2,S07,C0193,store,treatment,Core,103.35,43.41,1
T02S07062,2,S07,C0200,store,treatment,Premium,128.99,54.18,1
T02S07063,2,S07,C0007,store,treatment,Core,103.36,43.41,1
T02S07064,2,S07,C0014,store,treatment,Premium,112.13,39.24,1
T02S07065,2,S07,C0021,ecommerce,treatment,Value,85.43,35.88,1
T02S07066,2,S07,C0028,store,treatment,Core,91.86,38.58,1
T02S07067,2,S07,C0035,store,treatment,Premium,93.05,39.08,1
T02S07068,2,S07,C0042,store,treatment,Value,109.88,38.46,1
T02S07069,2,S07,C0049,store,treatment,Core,100.34,42.14,1
T02S07070,2,S07,C0056,ecommerce,treatment,Premium,116.8,49.06,1
T02S07071,2,S07,C0063,store,treatment,Value,95.83,40.25,1
T02S07072,2,S07,C0070,store,treatment,Core,87.81,30.73,1
T02S07073,2,S07,C0077,store,treatment,Premium,67.21,28.23,0
T02S07074,2,S07,C0084,store,treatment,Value,102.09,42.88,1
T02S07075,2,S07,C0091,ecommerce,treatment,Core,100.37,42.15,1
T02S07076,2,S07,C0098,store,treatment,Premium,96.89,33.91,1
T02S07077,2,S07,C0105,store,treatment,Value,84.67,35.56,1
T02S07078,2,S07,C0112,store,treatment,Core,94.0,39.48,1
T02S07079,2,S07,C0119,store,treatment,Premium,82.46,34.63,1
T02S07080,2,S07,C0126,ecommerce,treatment,Value,46.19,16.16,0
T02S07081,2,S07,C0133,store,treatment,Core,82.17,34.51,1
T02S07082,2,S07,C0140,store,treatment,Premium,124.01,52.08,1
T02S07083,2,S07,C0147,store,treatment,Value,101.93,42.81,1
T02S07084,2,S07,C0154,store,treatment,Core,75.88,26.56,0
T02S07085,2,S07,C0161,ecommerce,treatment,Premium,113.64,47.73,1
T02S07086,2,S07,C0168,store,treatment,Value,95.15,39.97,1
T02S07087,2,S07,C0175,store,treatment,Core,91.17,38.29,1
T02S07088,2,S07,C0182,store,treatment,Premium,74.42,26.05,0
T02S07089,2,S07,C0189,store,treatment,Value,101.2,42.5,1
T02S07090,2,S07,C0196,ecommerce,treatment,Core,119.87,50.35,1
T02S07091,2,S07,C0003,store,treatment,Value,112.68,47.33,1
T02S07092,2,S07,C0010,store,treatment,Core,92.99,32.55,1
T02S07093,2,S07,C0017,store,treatment,Premium,104.63,43.94,1
T02S07094,2,S07,C0024,store,treatment,Value,78.95,33.16,1
T02S07095,2,S07,C0031,ecommerce,treatment,Core,104.09,43.72,1
T02S07096,2,S07,C0038,store,treatment,Premium,145.27,50.84,1
T02S07097,2,S07,C0045,store,treatment,Value,77.27,32.45,1
T02S07098,2,S07,C0052,store,treatment,Core,128.91,54.14,1
T02S07099,2,S07,C0059,store,treatment,Premium,112.73,47.35,1
T02S07100,2,S07,C0066,ecommerce,treatment,Value,79.38,27.78,1
T02S07101,2,S07,C0073,store,treatment,Core,100.23,42.1,1
T02S07102,2,S07,C0080,store,treatment,Premium,65.33,27.44,0
T02S07103,2,S07,C0087,store,treatment,Value,58.68,24.64,0
T02S07104,2,S07,C0094,store,treatment,Core,70.99,24.85,0
T02S07105,2,S07,C0101,ecommerce,treatment,Premium,83.23,34.96,1
T02S07106,2,S07,C0108,store,treatment,Value,74.08,31.11,0
T02S07107,2,S07,C0115,store,treatment,Core,105.27,44.21,1
T02S07108,2,S07,C0122,store,treatment,Premium,101.74,35.61,1
T02S07109,2,S07,C0129,store,treatment,Value,65.82,27.64,0
T02S07110,2,S07,C0136,ecommerce,treatment,Core,120.86,50.76,1
T02S07111,2,S07,C0143,store,treatment,Premium,119.44,50.17,1
T02S07112,2,S07,C0150,store,treatment,Value,97.37,34.08,1
T02S07113,2,S07,C0157,store,treatment,Core,62.58,26.29,0
T02S07114,2,S07,C0164,store,treatment,Premium,98.44,41.34,1
T02S07115,2,S07,C0171,ecommerce,treatment,Value,76.79,32.25,1
T02S07116,2,S07,C0178,store,treatment,Core,68.86,24.1,0
T02S07117,2,S07,C0185,store,treatment,Premium,108.0,45.36,1
T02S07118,2,S07,C0192,store,treatment,Value,75.33,31.64,0
T02S07119,2,S07,C0199,store,treatment,Core,86.61,36.38,1
T02S07120,2,S07,C0006,ecommerce,treatment,Value,102.43,35.85,1
T02S07121,2,S07,C0013,store,treatment,Core,89.06,37.41,1
T02S07122,2,S07,C0020,store,treatment,Premium,116.35,48.87,1
T02S07123,2,S07,C0027,store,treatment,Value,93.41,39.23,1
T02S07124,2,S07,C0034,store,treatment,Core,95.13,33.29,1
T02S07125,2,S07,C0041,ecommerce,treatment,Premium,100.66,42.28,1
T02S07126,2,S07,C0048,store,treatment,Value,80.62,33.86,1
T02S07127,2,S07,C0055,store,treatment,Core,123.97,52.07,1
T02S07128,2,S07,C0062,store,treatment,Premium,106.04,37.11,1
T02S07129,2,S07,C0069,store,treatment,Value,127.7,53.63,1
T02S07130,2,S07,C0076,ecommerce,treatment,Core,104.03,43.69,1
T02S07131,2,S07,C0083,store,treatment,Premium,94.49,39.69,1
T02S07132,2,S07,C0090,store,treatment,Value,92.06,32.22,1
T02S07133,2,S07,C0097,store,treatment,Core,103.22,43.35,1
T02S07134,2,S07,C0104,store,treatment,Premium,123.52,51.88,1
T02S07135,2,S07,C0111,ecommerce,treatment,Value,106.91,44.9,1
T02S07136,2,S07,C0118,store,treatment,Core,105.02,36.76,1
T02S07137,2,S07,C0125,store,treatment,Premium,113.28,47.58,1
T02S07138,2,S07,C0132,store,treatment,Value,91.58,38.46,1
T02S07139,2,S07,C0139,store,treatment,Core,77.6,32.59,1
T02S07140,2,S07,C0146,ecommerce,treatment,Premium,88.15,30.85,1
T02S07141,2,S07,C0153,store,treatment,Value,105.8,44.44,1
T02S07142,2,S07,C0160,store,treatment,Core,87.28,36.66,1
T02S07143,2,S07,C0167,store,treatment,Premium,125.69,52.79,1
T02S07144,2,S07,C0174,store,treatment,Value,101.81,35.63,1
T02S07145,2,S07,C0181,ecommerce,treatment,Core,104.34,43.82,1
T02S07146,2,S07,C0188,store,treatment,Premium,129.55,54.41,1
T02S07147,2,S07,C0195,store,treatment,Value,90.46,37.99,1
T02S07148,2,S07,C0002,store,treatment,Premium,92.38,32.33,1
T02S07149,2,S07,C0009,store,treatment,Value,120.44,50.58,1
T02S07150,2,S07,C0016,ecommerce,treatment,Core,110.01,46.2,1
T02S07151,2,S07,C0023,store,treatment,Premium,110.03,46.21,1
T02S07152,2,S07,C0030,store,treatment,Value,113.72,39.8,1
T02S07153,2,S07,C0037,store,treatment,Core,98.56,41.4,1
T02S07154,2,S07,C0044,store,treatment,Premium,129.78,54.51,1
T02S07155,2,S07,C0051,ecommerce,treatment,Value,105.02,44.11,1
T02S07156,2,S07,C0058,store,treatment,Core,101.62,35.57,1
T02S07157,2,S07,C0065,store,treatment,Premium,87.15,36.6,1
T02S07158,2,S07,C0072,store,treatment,Value,68.29,28.68,0
T02S07159,2,S07,C0079,store,treatment,Core,45.52,19.12,0
T02S08000,2,S08,C0179,ecommerce,control,Premium,90.78,31.77,1
T02S08001,2,S08,C0186,store,control,Value,96.87,40.69,1
T02S08002,2,S08,C0193,store,control,Core,75.79,31.83,0
T02S08003,2,S08,C0200,store,control,Premium,80.01,33.61,1
T02S08004,2,S08,C0007,store,control,Core,72.1,25.24,0
T02S08005,2,S08,C0014,ecommerce,control,Premium,62.07,26.07,0
T02S08006,2,S08,C0021,store,control,Value,55.83,23.45,0
T02S08007,2,S08,C0028,store,control,Core,91.97,38.63,1
T02S08008,2,S08,C0035,store,control,Premium,115.14,40.3,1
T02S08009,2,S08,C0042,store,control,Value,102.35,42.99,1
T02S08010,2,S08,C0049,ecommerce,control,Core,50.16,21.07,0
T02S08011,2,S08,C0056,store,control,Premium,114.1,47.92,1
T02S08012,2,S08,C0063,store,control,Value,100.57,35.2,1
T02S08013,2,S08,C0070,store,control,Core,50.93,21.39,0
T02S08014,2,S08,C0077,store,control,Premium,97.35,40.89,1
T02S08015,2,S08,C0084,ecommerce,control,Value,68.33,28.7,0
T02S08016,2,S08,C0091,store,control,Core,84.19,29.47,1
T02S08017,2,S08,C0098,store,control,Premium,113.67,47.74,1
T02S08018,2,S08,C0105,store,control,Value,53.6,22.51,0
T02S08019,2,S08,C0112,store,control,Core,78.43,32.94,1
T02S08020,2,S08,C0119,ecommerce,control,Premium,89.05,31.17,1
T02S08021,2,S08,C0126,store,control,Value,85.49,35.91,1
T02S08022,2,S08,C0133,store,control,Core,80.28,33.72,1
T02S08023,2,S08,C0140,store,control,Premium,60.87,25.57,0
T02S08024,2,S08,C0147,store,control,Value,36.66,12.83,0
T02S08025,2,S08,C0154,ecommerce,control,Core,65.85,27.66,0
T02S08026,2,S08,C0161,store,control,Premium,70.56,29.63,0
T02S08027,2,S08,C0168,store,control,Value,89.23,37.47,1
T02S08028,2,S08,C0175,store,control,Core,85.42,29.9,1
T02S08029,2,S08,C0182,store,control,Premium,79.84,33.53,1
T02S08030,2,S08,C0189,ecommerce,control,Value,101.12,42.47,1
T02S08031,2,S08,C0196,store,control,Core,67.21,28.23,0
T02S08032,2,S08,C0003,store,control,Value,88.54,30.99,1
T02S08033,2,S08,C0010,store,control,Core,60.32,25.34,0
T02S08034,2,S08,C0017,store,control,Premium,65.38,27.46,0
T02S08035,2,S08,C0024,ecommerce,control,Value,65.69,27.59,0
T02S08036,2,S08,C0031,store,control,Core,44.61,15.61,0
T02S08037,2,S08,C0038,store,control,Premium,99.26,41.69,1
T02S08038,2,S08,C0045,store,control,Value,58.73,24.67,0
T02S08039,2,S08,C0052,store,control,Core,69.32,29.11,0
T02S08040,2,S08,C0059,ecommerce,control,Premium,89.62,31.37,1
T02S08041,2,S08,C0066,store,control,Value,79.9,33.56,1
T02S08042,2,S08,C0073,store,control,Core,73.08,30.69,0
T02S08043,2,S08,C0080,store,control,Premium,84.64,35.55,1
T02S08044,2,S08,C0087,store,control,Value,60.63,21.22,0
T02S08045,2,S08,C0094,ecommerce,control,Core,78.46,32.95,1
T02S08046,2,S08,C0101,store,control,Premium,97.61,41.0,1
T02S08047,2,S08,C0108,store,control,Value,78.34,32.9,1
T02S08048,2,S08,C0115,store,control,Core,83.89,29.36,1
T02S08049,2,S08,C0122,store,control,Premium,74.15,31.14,0
T02S08050,2,S08,C0129,ecommerce,control,Value,26.97,11.33,0
T02S08051,2,S08,C0136,store,control,Core,66.58,27.96,0
T02S08052,2,S08,C0143,store,control,Premium,116.89,40.91,1
T02S08053,2,S08,C0150,store,control,Value,51.81,21.76,0
T02S08054,2,S08,C0157,store,control,Core,81.03,34.03,1
T02S08055,2,S08,C0164,ecommerce,control,Premium,80.28,33.72,1
T02S08056,2,S08,C0171,store,control,Value,95.35,33.37,1
T02S08057,2,S08,C0178,store,control,Core,90.89,38.17,1
T02S08058,2,S08,C0185,store,control,Premium,99.25,41.69,1
T02S08059,2,S08,C0192,store,control,Value,77.2,32.42,1
T02S08060,2,S08,C0199,ecommerce,control,Core,64.37,22.53,0
T02S08061,2,S08,C0006,store,control,Value,80.5,33.81,1
T02S08062,2,S08,C0013,store,control,Core,99.78,41.91,1
T02S08063,2,S08,C0020,store,control,Premium,79.05,33.2,1
T02S08064,2,S08,C0027,store,control,Value,81.55,28.54,1
T02S08065,2,S08,C0034,ecommerce,control,Core,87.6,36.79,1
T02S08066,2,S08,C0041,store,control,Premium,54.04,22.7,0
T02S08067,2,S08,C0048,store,control,Value,82.31,34.57,1
T02S08068,2,S08,C0055,store,control,Core,92.3,32.3,1
T02S08069,2,S08,C0062,store,control,Premium,83.61,35.12,1
T02S08070,2,S08,C0069,ecommerce,control,Value,92.75,38.95,1
T02S08071,2,S08,C0076,store,control,Core,81.38,34.18,1
T02S08072,2,S08,C0083,store,control,Premium,114.85,40.2,1
T02S08073,2,S08,C0090,store,control,Value,56.47,23.72,0
T02S08074,2,S08,C0097,store,control,Core,85.51,35.92,1
T02S08075,2,S08,C0104,ecommerce,control,Premium,82.62,34.7,1
T02S08076,2,S08,C0111,store,control,Value,104.77,36.67,1
T02S08077,2,S08,C0118,store,control,Core,87.44,36.72,1
T02S08078,2,S08,C0125,store,control,Premium,81.97,34.43,1
T02S08079,2,S08,C0132,store,control,Value,67.27,28.25,0
T02S08080,2,S08,C0139,ecommerce,control,Core,69.42,24.3,0
T02S08081,2,S08,C0146,store,control,Premium,114.79,48.21,1
T02S08082,2,S08,C0153,store,control,Value,99.33,41.72,1
T02S08083,2,S08,C0160,store,control,Core,72.34,30.38,0
T02S08084,2,S08,C0167,store,control,Premium,116.81,40.88,1
T02S08085,2,S08,C0174,ecommerce,control,Value,85.66,35.98,1
T02S08086,2,S08,C0181,store,control,Core,95.89,40.28,1
T02S08087,2,S08,C0188,store,control,Premium,73.12,30.71,0
T02S08088,2,S08,C0195,store,control,Value,29.65,10.38,0
T02S08089,2,S08,C0002,store,control,Premium,87.84,36.89,1
T02S08090,2,S08,C0009,ecommerce,control,Value,82.49,34.64,1
T02S08091,2,S08,C0016,store,control,Core,98.82,41.5,1
T02S08092,2,S08,C0023,store,control,Premium,116.54,40.79,1
T02S08093,2,S08,C0030,store,control,Value,81.83,34.37,1
T02S08094,2,S08,C0037,store,control,Core,79.64,33.45,1
T02S08095,2,S08,C0044,ecommerce,control,Premium,75.81,31.84,0
T02S08096,2,S08,C0051,store,control,Value,52.61,18.41,0
T02S08097,2,S08,C0058,store,control,Core,95.52,40.12,1
T02S08098,2,S08,C0065,store,control,Premium,77.33,32.48,1
T02S08099,2,S08,C0072,store,control,Value,83.06,34.89,1
T02S08100,2,S08,C0079,ecommerce,control,Core,101.56,35.55,1
T02S08101,2,S08,C0086,store,control,Premium,96.21,40.41,1
T02S08102,2,S08,C0093,store,control,Value,62.34,26.18,0
T02S08103,2,S08,C0100,store,control,Core,86.65,36.39,1
T02S08104,2,S08,C0107,store,control,Premium,127.56,44.65,1
T02S08105,2,S08,C0114,ecommerce,control,Value,95.69,40.19,1
T02S08106,2,S08,C0121,store,control,Core,80.31,33.73,1
T02S08107,2,S08,C0128,store,control,Premium,112.07,47.07,1
T02S08108,2,S08,C0135,store,control,Value,110.96,38.84,1
T02S08109,2,S08,C0142,store,control,Core,72.65,30.51,0
T02S08110,2,S08,C0149,ecommerce,control,Premium,81.05,34.04,1
T02S08111,2,S08,C0156,store,control,Value,89.41,37.55,1
T02S08112,2,S08,C0163,store,control,Core,86.08,30.13,1
T02S08113,2,S08,C0170,store,control,Premium,86.38,36.28,1
T02S08114,2,S08,C0177,store,control,Value,54.13,22.73,0
T02S08115,2,S08,C0184,ecommerce,control,Core,74.32,31.21,0
T02S08116,2,S08,C0191,store,control,Premium,129.17,45.21,1
T02S08117,2,S08,C0198,store,control,Value,95.01,39.9,1
T02S08118,2,S08,C0005,store,control,Premium,117.65,49.41,1
T02S08119,2,S08,C0012,store,control,Value,53.84,22.61,0
T02S08120,2,S08,C0019,ecommerce,control,Core,64.77,22.67,0
T02S08121,2,S08,C0026,store,control,Premium,79.14,33.24,1
T02S08122,2,S08,C0033,store,control,Value,87.08,36.57,1
T02S08123,2,S08,C0040,store,control,Core,56.52,23.74,0
T02S08124,2,S08,C0047,store,control,Premium,75.67,26.48,0
T02S08125,2,S08,C0054,ecommerce,control,Value,94.02,39.49,1
T02S08126,2,S08,C0061,store,control,Core,60.58,25.44,0
T02S08127,2,S08,C0068,store,control,Premium,93.24,39.16,1
T02S08128,2,S08,C0075,store,control,Value,69.33,24.26,0
T02S08129,2,S08,C0082,store,control,Core,63.02,26.47,0
T02S08130,2,S08,C0089,ecommerce,control,Premium,101.61,42.68,1
T02S08131,2,S08,C0096,store,control,Value,120.02,50.41,1
T02S08132,2,S08,C0103,store,control,Core,86.09,30.13,1
T02S08133,2,S08,C0110,store,control,Premium,104.56,43.91,1
T02S08134,2,S08,C0117,store,control,Value,93.48,39.26,1
T02S08135,2,S08,C0124,ecommerce,control,Core,91.99,38.63,1
T02S08136,2,S08,C0131,store,control,Premium,64.61,22.61,0
T02S08137,2,S08,C0138,store,control,Value,110.57,46.44,1
T02S08138,2,S08,C0145,store,control,Core,84.47,35.48,1
T02S08139,2,S08,C0152,store,control,Premium,96.88,40.69,1
T02S08140,2,S08,C0159,ecommerce,control,Value,81.02,28.36,1
T02S08141,2,S08,C0166,store,control,Core,100.15,42.06,1
T02S08142,2,S08,C0173,store,control,Premium,88.22,37.05,1
T02S08143,2,S08,C0180,store,control,Value,73.69,30.95,0
T02S08144,2,S08,C0187,store,control,Core,80.93,28.33,1
T02S08145,2,S08,C0194,ecommerce,control,Premium,85.29,35.82,1
T02S08146,2,S08,C0001,store,control,Core,106.29,44.64,1
T02S08147,2,S08,C0008,store,control,Premium,84.32,35.41,1
T02S08148,2,S08,C0015,store,control,Value,96.7,33.85,1
T02S08149,2,S08,C0022,store,control,Core,78.41,32.93,1
T02S08150,2,S08,C0029,ecommerce,control,Premium,79.53,33.4,1
T02S08151,2,S08,C0036,store,control,Value,76.18,31.99,1
T02S08152,2,S08,C0043,store,control,Core,81.91,28.67,1
T02S08153,2,S08,C0050,store,control,Premium,105.29,44.22,1
T02S08154,2,S08,C0057,store,control,Value,68.45,28.75,0
T02S08155,2,S08,C0064,ecommerce,control,Core,60.7,25.49,0
T02S08156,2,S08,C0071,store,control,Premium,79.31,27.76,1
T02S08157,2,S08,C0078,store,control,Value,90.26,37.91,1
T02S08158,2,S08,C0085,store,control,Core,114.84,48.23,1
T02S08159,2,S08,C0092,store,control,Premium,73.7,30.95,0
T03S01000,3,S01,C0125,ecommerce,treatment,Premium,119.22,41.73,1
T03S01001,3,S01,C0132,store,treatment,Value,107.96,45.34,1
T03S01002,3,S01,C0139,store,treatment,Core,99.11,41.63,1
T03S01003,3,S01,C0146,store,treatment,Premium,140.27,58.91,1
T03S01004,3,S01,C0153,store,treatment,Value,98.2,34.37,1
T03S01005,3,S01,C0160,ecommerce,treatment,Core,74.22,31.17,0
T03S01006,3,S01,C0167,store,treatment,Premium,111.43,46.8,1
T03S01007,3,S01,C0174,store,treatment,Value,85.11,35.75,1
T03S01008,3,S01,C0181,store,treatment,Core,92.77,32.47,1
T03S01009,3,S01,C0188,store,treatment,Premium,107.13,45.0,1
T03S01010,3,S01,C0195,ecommerce,treatment,Value,87.99,36.95,1
T03S01011,3,S01,C0002,store,treatment,Premium,88.57,37.2,1
T03S01012,3,S01,C0009,store,treatment,Value,43.56,15.25,0
T03S01013,3,S01,C0016,store,treatment,Core,92.47,38.84,1
T03S01014,3,S01,C0023,store,treatment,Premium,89.92,37.77,1
T03S01015,3,S01,C0030,ecommerce,treatment,Value,82.71,34.74,1
T03S01016,3,S01,C0037,store,treatment,Core,83.69,29.29,1
T03S01017,3,S01,C0044,store,treatment,Premium,97.27,40.85,1
T03S01018,3,S01,C0051,store,treatment,Value,73.4,30.83,0
T03S01019,3,S01,C0058,store,treatment,Core,86.29,36.24,1
T03S01020,3,S01,C0065,ecommerce,treatment,Premium,156.55,54.79,1
T03S01021,3,S01,C0072,store,treatment,Value,80.66,33.88,1
T03S01022,3,S01,C0079,store,treatment,Core,81.55,34.25,1
T03S01023,3,S01,C0086,store,treatment,Premium,113.93,47.85,1
T03S01024,3,S01,C0093,store,treatment,Value,87.34,30.57,1
T03S01025,3,S01,C0100,ecommerce,treatment,Core,120.87,50.76,1
T03S01026,3,S01,C0107,store,treatment,Premium,133.3,55.98,1
T03S01027,3,S01,C0114,store,treatment,Value,80.74,33.91,1
T03S01028,3,S01,C0121,store,treatment,Core,104.82,36.69,1
T03S01029,3,S01,C0128,store,treatment,Premium,85.74,36.01,1
T03S01030,3,S01,C0135,ecommerce,treatment,Value,85.38,35.86,1
T03S01031,3,S01,C0142,store,treatment,Core,85.78,36.03,1
T03S01032,3,S01,C0149,store,treatment,Premium,121.72,42.6,1
T03S01033,3,S01,C0156,store,treatment,Value,74.43,31.26,0
T03S01034,3,S01,C0163,store,treatment,Core,101.7,42.72,1
T03S01035,3,S01,C0170,ecommerce,treatment,Premium,117.03,49.15,1
T03S01036,3,S01,C0177,store,treatment,Value,120.09,42.03,1
T03S01037,3,S01,C0184,store,treatment,Core,55.76,23.42,0
T03S01038,3,S01,C0191,store,treatment,Premium,126.63,53.19,1
T03S01039,3,S01,C0198,store,treatment,Value,70.19,29.48,0
T03S01040,3,S01,C0005,ecommerce,treatment,Premium,104.3,36.51,1
T03S01041,3,S01,C0012,store,treatment,Value,88.39,37.12,1
T03S01042,3,S01,C0019,store,treatment,Core,93.04,39.08,1
T03S01043,3,S01,C0026,store,treatment,Premium,85.22,35.79,1
T03S01044,3,S01,C0033,store,treatment,Value,37.83,13.24,0
T03S01045,3,S01,C0040,ecommerce,treatment,Core,88.28,37.08,1
T03S01046,3,S01,C0047,store,treatment,Premium,78.53,32.98,1
T03S01047,3,S01,C0054,store,treatment,Value,83.54,35.09,1
T03S01048,3,S01,C0061,store,treatment,Core,78.88,27.61,1
T03S01049,3,S01,C0068,store,treatment,Premium,101.01,42.42,1
T03S01050,3,S01,C0075,ecommerce,treatment,Value,76.5,32.13,1
T03S01051,3,S01,C0082,store,treatment,Core,82.43,34.62,1
T03S01052,3,S01,C0089,store,treatment,Premium,119.46,41.81,1
T03S01053,3,S01,C0096,store,treatment,Value,81.19,34.1,1
T03S01054,3,S01,C0103,store,treatment,Core,111.84,46.97,1
T03S01055,3,S01,C0110,ecommerce,treatment,Premium,132.61,55.7,1
T03S01056,3,S01,C0117,store,treatment,Value,74.45,26.06,0
T03S01057,3,S01,C0124,store,treatment,Core,85.06,35.73,1
T03S01058,3,S01,C0131,store,treatment,Premium,114.14,47.94,1
T03S01059,3,S01,C0138,store,treatment,Value,77.13,32.39,1
T03S01060,3,S01,C0145,ecommerce,treatment,Core,104.13,36.45,1
T03S01061,3,S01,C0152,store,treatment,Premium,101.92,42.81,1
T03S01062,3,S01,C0159,store,treatment,Value,94.95,39.88,1
T03S01063,3,S01,C0166,store,treatment,Core,84.64,35.55,1
T03S01064,3,S01,C0173,store,treatment,Premium,96.1,33.63,1
T03S01065,3,S01,C0180,ecommerce,treatment,Value,67.52,28.36,0
T03S01066,3,S01,C0187,store,treatment,Core,52.76,22.16,0
T03S01067,3,S01,C0194,store,treatment,Premium,97.5,40.95,1
T03S01068,3,S01,C0001,store,treatment,Core,74.91,26.22,0
T03S01069,3,S01,C0008,store,treatment,Premium,81.35,34.17,1
T03S01070,3,S01,C0015,ecommerce,treatment,Value,112.82,47.39,1
T03S01071,3,S01,C0022,store,treatment,Core,117.08,49.17,1
T03S01072,3,S01,C0029,store,treatment,Premium,119.14,41.7,1
T03S01073,3,S01,C0036,store,treatment,Value,99.69,41.87,1
T03S01074,3,S01,C0043,store,treatment,Core,104.61,43.93,1
T03S01075,3,S01,C0050,ecommerce,treatment,Premium,111.68,46.91,1
T03S01076,3,S01,C0057,store,treatment,Value,93.56,32.74,1
T03S01077,3,S01,C0064,store,treatment,Core,113.68,47.75,1
T03S01078,3,S01,C0071,store,treatment,Premium,84.68,35.57,1
T03S01079,3,S01,C0078,store,treatment,Value,54.57,22.92,0
T03S01080,3,S01,C0085,ecommerce,treatment,Core,96.45,33.76,1
T03S01081,3,S01,C0092,store,treatment,Premium,83.49,35.07,1
T03S01082,3,S01,C0099,store,treatment,Value,81.72,34.32,1
T03S01083,3,S01,C0106,store,treatment,Core,89.41,37.55,1
T03S01084,3,S01,C0113,store,treatment,Premium,118.78,41.57,1
T03S01085,3,S01,C0120,ecommerce,treatment,Value,98.72,41.46,1
T03S01086,3,S01,C0127,store,treatment,Core,121.76,51.14,1
T03S01087,3,S01,C0134,store,treatment,Premium,106.69,44.81,1
T03S01088,3,S01,C0141,store,treatment,Value,90.83,31.79,1
T03S01089,3,S01,C0148,store,treatment,Core,128.97,54.17,1
T03S01090,3,S01,C0155,ecommerce,treatment,Premium,109.73,46.09,1
T03S01091,3,S01,C0162,store,treatment,Value,78.38,32.92,1
T03S01092,3,S01,C0169,store,treatment,Core,73.58,25.75,0
T03S01093,3,S01,C0176,store,treatment,Premium,121.5,51.03,1
T03S01094,3,S01,C0183,store,treatment,Value,98.54,41.39,1
T03S01095,3,S01,C0190,ecommerce,treatment,Core,76.1,31.96,1
T03S01096,3,S01,C0197,store,treatment,Premium,106.93,37.43,1
T03S01097,3,S01,C0004,store,treatment,Core,74.43,31.26,0
T03S01098,3,S01,C0011,store,treatment,Premium,84.0,35.28,1
T03S01099,3,S01,C0018,store,treatment,Value,122.02,51.25,1
T03S01100,3,S01,C0025,ecommerce,treatment,Core,112.13,39.25,1
T03S01101,3,S01,C0032,store,treatment,Premium,73.92,31.05,0
T03S01102,3,S01,C0039,store,treatment,Value,89.71,37.68,1
T03S01103,3,S01,C0046,store,treatment,Core,112.2,47.12,1
T03S01104,3,S01,C0053,store,treatment,Premium,101.78,35.62,1
T03S01105,3,S01,C0060,ecommerce,treatment,Value,110.5,46.41,1
T03S01106,3,S01,C0067,store,treatment,Core,149.98,62.99,1
T03S01107,3,S01,C0074,store,treatment,Premium,118.52,49.78,1
T03S01108,3,S01,C0081,store,treatment,Value,105.54,36.94,1
T03S01109,3,S01,C0088,store,treatment,Core,104.73,43.99,1
T03S01110,3,S01,C0095,ecommerce,treatment,Premium,100.68,42.29,1
T03S01111,3,S01,C0102,store,treatment,Value,82.13,34.49,1
T03S01112,3,S01,C0109,store,treatment,Core,88.17,30.86,1
T03S01113,3,S01,C0116,store,treatment,Premium,108.78,45.69,1
T03S01114,3,S01,C0123,store,treatment,Value,83.4,35.03,1
T03S01115,3,S01,C0130,ecommerce,treatment,Core,84.55,35.51,1
T03S01116,3,S01,C0137,store,treatment,Premium,83.57,29.25,1
T03S01117,3,S01,C0144,store,treatment,Value,112.79,47.37,1
T03S01118,3,S01,C0151,store,treatment,Core,106.31,44.65,1
T03S01119,3,S01,C0158,store,treatment,Premium,99.03,41.59,1
T03S01120,3,S01,C0165,ecommerce,treatment,Value,82.1,28.74,1
T03S01121,3,S01,C0172,store,treatment,Core,108.53,45.58,1
T03S01122,3,S01,C0179,store,treatment,Premium,100.09,42.04,1
T03S01123,3,S01,C0186,store,treatment,Value,101.08,42.45,1
T03S01124,3,S01,C0193,store,treatment,Core,67.98,23.79,0
T03S01125,3,S01,C0200,ecommerce,treatment,Premium,69.0,28.98,0
T03S01126,3,S01,C0007,store,treatment,Core,101.91,42.8,1
T03S01127,3,S01,C0014,store,treatment,Premium,89.19,37.46,1
